CustomerID,Name,Age,Income,LoanAmount,LoanTerm,CreditScore,Default,TransactionHistory
442,Customer_442,31,19724,33261,34,815,0,"[{""amount"": 399, ""date"": ""2023-02-17""}, {""amount"": 408, ""date"": ""2023-06-08""}, {""amount"": 175, ""date"": ""2023-05-31""}, {""amount"": 999, ""date"": ""2023-05-12""}, {""amount"": 762, ""date"": ""2023-03-08""}, {""amount"": 649, ""date"": ""2023-05-27""}, {""amount"": 991, ""date"": ""2023-07-04""}, {""amount"": 799, ""date"": ""2023-11-20""}, {""amount"": 139, ""date"": ""2023-11-29""}, {""amount"": 408, ""date"": ""2023-11-02""}, {""amount"": 964, ""date"": ""2023-03-24""}, {""amount"": 476, ""date"": ""2023-07-07""}, {""amount"": 775, ""date"": ""2023-03-12""}, {""amount"": 960, ""date"": ""2023-03-29""}, {""amount"": 508, ""date"": ""2023-04-02""}, {""amount"": 246, ""date"": ""2023-05-25""}, {""amount"": 477, ""date"": ""2023-02-18""}]"
443,Customer_443,25,7785,6268,20,689,0,"[{""amount"": 532, ""date"": ""2023-06-30""}, {""amount"": 370, ""date"": ""2023-01-28""}, {""amount"": 113, ""date"": ""2023-04-29""}, {""amount"": 790, ""date"": ""2023-11-30""}, {""amount"": 336, ""date"": ""2023-10-10""}, {""amount"": 862, ""date"": ""2023-07-31""}, {""amount"": 318, ""date"": ""2023-05-26""}, {""amount"": 185, ""date"": ""2023-12-11""}, {""amount"": 202, ""date"": ""2023-07-19""}, {""amount"": 831, ""date"": ""2023-03-14""}, {""amount"": 658, ""date"": ""2023-03-28""}, {""amount"": 369, ""date"": ""2023-04-20""}, {""amount"": 787, ""date"": ""2023-10-14""}, {""amount"": 998, ""date"": ""2023-01-26""}]"
444,Customer_444,34,7262,26263,12,551,0,"[{""amount"": 587, ""date"": ""2023-08-26""}, {""amount"": 984, ""date"": ""2023-05-04""}, {""amount"": 177, ""date"": ""2023-02-09""}, {""amount"": 706, ""date"": ""2023-06-23""}, {""amount"": 932, ""date"": ""2023-10-19""}, {""amount"": 146, ""date"": ""2023-05-12""}, {""amount"": 785, ""date"": ""2023-11-30""}, {""amount"": 992, ""date"": ""2023-09-23""}, {""amount"": 123, ""date"": ""2023-07-20""}, {""amount"": 145, ""date"": ""2023-04-22""}, {""amount"": 542, ""date"": ""2023-01-17""}, {""amount"": 544, ""date"": ""2023-02-07""}, {""amount"": 970, ""date"": ""2023-02-15""}]"
445,Customer_445,40,2877,15709,19,350,0,"[{""amount"": 349, ""date"": ""2023-08-25""}, {""amount"": 875, ""date"": ""2023-11-23""}, {""amount"": 975, ""date"": ""2023-03-15""}, {""amount"": 383, ""date"": ""2023-09-21""}, {""amount"": 956, ""date"": ""2023-09-10""}, {""amount"": 643, ""date"": ""2023-08-16""}, {""amount"": 802, ""date"": ""2023-08-19""}, {""amount"": 445, ""date"": ""2023-03-15""}, {""amount"": 274, ""date"": ""2023-06-17""}, {""amount"": 351, ""date"": ""2023-11-16""}]"
446,Customer_446,33,9997,29576,34,683,0,"[{""amount"": 129, ""date"": ""2023-06-11""}, {""amount"": 690, ""date"": ""2023-04-12""}, {""amount"": 372, ""date"": ""2023-08-22""}, {""amount"": 226, ""date"": ""2023-03-17""}, {""amount"": 830, ""date"": ""2023-01-29""}, {""amount"": 234, ""date"": ""2023-07-29""}, {""amount"": 832, ""date"": ""2023-06-18""}, {""amount"": 391, ""date"": ""2023-04-03""}, {""amount"": 663, ""date"": ""2023-06-28""}, {""amount"": 790, ""date"": ""2023-11-29""}, {""amount"": 697, ""date"": ""2023-08-27""}, {""amount"": 617, ""date"": ""2023-10-26""}, {""amount"": 744, ""date"": ""2023-06-20""}, {""amount"": 861, ""date"": ""2023-10-08""}, {""amount"": 363, ""date"": ""2023-06-03""}, {""amount"": 178, ""date"": ""2023-02-14""}, {""amount"": 245, ""date"": ""2023-11-20""}, {""amount"": 769, ""date"": ""2023-02-24""}, {""amount"": 401, ""date"": ""2023-08-16""}]"
447,Customer_447,43,2081,26795,9,470,0,"[{""amount"": 672, ""date"": ""2023-09-13""}, {""amount"": 952, ""date"": ""2023-05-31""}, {""amount"": 790, ""date"": ""2023-10-30""}, {""amount"": 574, ""date"": ""2023-05-11""}, {""amount"": 207, ""date"": ""2023-10-30""}, {""amount"": 118, ""date"": ""2023-01-03""}]"
448,Customer_448,26,4246,27113,50,732,0,"[{""amount"": 869, ""date"": ""2023-02-28""}, {""amount"": 950, ""date"": ""2023-07-12""}, {""amount"": 981, ""date"": ""2023-09-29""}, {""amount"": 882, ""date"": ""2023-12-04""}, {""amount"": 334, ""date"": ""2023-11-03""}]"
449,Customer_449,53,14316,24854,44,571,0,"[{""amount"": 401, ""date"": ""2023-09-24""}, {""amount"": 564, ""date"": ""2023-08-25""}, {""amount"": 846, ""date"": ""2023-12-27""}, {""amount"": 878, ""date"": ""2023-07-02""}, {""amount"": 730, ""date"": ""2023-08-27""}, {""amount"": 815, ""date"": ""2023-11-01""}, {""amount"": 388, ""date"": ""2023-03-17""}, {""amount"": 656, ""date"": ""2023-07-20""}, {""amount"": 426, ""date"": ""2023-10-19""}, {""amount"": 689, ""date"": ""2023-06-06""}, {""amount"": 974, ""date"": ""2023-08-06""}, {""amount"": 803, ""date"": ""2023-01-28""}, {""amount"": 822, ""date"": ""2023-01-23""}, {""amount"": 974, ""date"": ""2023-05-19""}, {""amount"": 669, ""date"": ""2023-06-01""}, {""amount"": 207, ""date"": ""2023-11-10""}, {""amount"": 386, ""date"": ""2023-02-16""}]"
450,Customer_450,24,18074,49534,53,529,0,"[{""amount"": 362, ""date"": ""2023-08-17""}, {""amount"": 308, ""date"": ""2023-03-22""}, {""amount"": 135, ""date"": ""2023-09-10""}, {""amount"": 310, ""date"": ""2023-10-26""}, {""amount"": 203, ""date"": ""2023-09-13""}, {""amount"": 461, ""date"": ""2023-04-22""}, {""amount"": 590, ""date"": ""2023-04-01""}, {""amount"": 826, ""date"": ""2023-05-07""}]"
451,Customer_451,35,14772,26507,10,533,0,"[{""amount"": 272, ""date"": ""2023-12-24""}, {""amount"": 369, ""date"": ""2023-07-10""}, {""amount"": 255, ""date"": ""2023-08-02""}, {""amount"": 533, ""date"": ""2023-01-30""}, {""amount"": 849, ""date"": ""2023-06-27""}, {""amount"": 398, ""date"": ""2023-11-02""}, {""amount"": 974, ""date"": ""2023-08-14""}, {""amount"": 328, ""date"": ""2023-04-08""}, {""amount"": 507, ""date"": ""2023-07-22""}]"
452,Customer_452,25,14215,6348,6,417,0,"[{""amount"": 442, ""date"": ""2023-06-07""}, {""amount"": 742, ""date"": ""2023-09-10""}, {""amount"": 892, ""date"": ""2023-05-18""}, {""amount"": 838, ""date"": ""2023-06-10""}, {""amount"": 333, ""date"": ""2023-06-27""}, {""amount"": 315, ""date"": ""2023-09-12""}, {""amount"": 420, ""date"": ""2023-07-06""}, {""amount"": 553, ""date"": ""2023-05-26""}, {""amount"": 928, ""date"": ""2023-09-13""}, {""amount"": 611, ""date"": ""2023-12-22""}, {""amount"": 978, ""date"": ""2023-06-30""}, {""amount"": 998, ""date"": ""2023-01-29""}]"
453,Customer_453,38,6274,38893,17,483,0,"[{""amount"": 655, ""date"": ""2023-03-22""}, {""amount"": 576, ""date"": ""2023-11-25""}, {""amount"": 915, ""date"": ""2023-07-11""}, {""amount"": 861, ""date"": ""2023-07-19""}, {""amount"": 341, ""date"": ""2023-10-07""}, {""amount"": 876, ""date"": ""2023-11-06""}, {""amount"": 376, ""date"": ""2023-05-03""}]"
454,Customer_454,43,5670,9722,44,487,0,"[{""amount"": 829, ""date"": ""2023-06-08""}, {""amount"": 195, ""date"": ""2023-05-30""}, {""amount"": 258, ""date"": ""2023-05-22""}, {""amount"": 719, ""date"": ""2023-09-05""}, {""amount"": 550, ""date"": ""2023-10-12""}, {""amount"": 280, ""date"": ""2023-04-04""}, {""amount"": 134, ""date"": ""2023-06-03""}, {""amount"": 441, ""date"": ""2023-07-01""}, {""amount"": 171, ""date"": ""2023-01-03""}, {""amount"": 211, ""date"": ""2023-12-03""}]"
455,Customer_455,20,8325,31601,12,807,0,"[{""amount"": 593, ""date"": ""2023-01-31""}, {""amount"": 135, ""date"": ""2023-05-10""}, {""amount"": 781, ""date"": ""2023-04-01""}, {""amount"": 788, ""date"": ""2023-02-12""}, {""amount"": 398, ""date"": ""2023-05-01""}]"
456,Customer_456,34,13195,45738,57,793,0,"[{""amount"": 587, ""date"": ""2023-10-28""}, {""amount"": 793, ""date"": ""2023-10-11""}, {""amount"": 625, ""date"": ""2023-06-11""}, {""amount"": 163, ""date"": ""2023-08-04""}, {""amount"": 195, ""date"": ""2023-02-07""}]"
457,Customer_457,68,7947,46385,26,483,0,"[{""amount"": 958, ""date"": ""2023-03-09""}, {""amount"": 107, ""date"": ""2023-07-01""}, {""amount"": 607, ""date"": ""2023-05-20""}, {""amount"": 581, ""date"": ""2023-05-17""}, {""amount"": 552, ""date"": ""2023-02-14""}, {""amount"": 636, ""date"": ""2023-01-29""}, {""amount"": 152, ""date"": ""2023-08-13""}]"
458,Customer_458,63,11358,42645,12,567,0,"[{""amount"": 911, ""date"": ""2023-07-20""}, {""amount"": 877, ""date"": ""2023-01-03""}, {""amount"": 206, ""date"": ""2023-12-16""}, {""amount"": 332, ""date"": ""2023-06-07""}, {""amount"": 732, ""date"": ""2023-03-15""}, {""amount"": 964, ""date"": ""2023-12-23""}, {""amount"": 142, ""date"": ""2023-09-09""}, {""amount"": 927, ""date"": ""2023-04-16""}, {""amount"": 434, ""date"": ""2023-05-09""}, {""amount"": 883, ""date"": ""2023-04-30""}, {""amount"": 836, ""date"": ""2023-12-03""}, {""amount"": 679, ""date"": ""2023-04-13""}, {""amount"": 537, ""date"": ""2023-09-25""}, {""amount"": 849, ""date"": ""2023-12-03""}, {""amount"": 541, ""date"": ""2023-04-24""}, {""amount"": 200, ""date"": ""2023-07-10""}, {""amount"": 127, ""date"": ""2023-07-13""}, {""amount"": 294, ""date"": ""2023-05-10""}, {""amount"": 328, ""date"": ""2023-04-12""}]"
459,Customer_459,41,15744,45831,22,772,0,"[{""amount"": 306, ""date"": ""2023-09-24""}, {""amount"": 216, ""date"": ""2023-03-14""}, {""amount"": 631, ""date"": ""2023-01-23""}, {""amount"": 430, ""date"": ""2023-03-22""}, {""amount"": 543, ""date"": ""2023-11-07""}, {""amount"": 732, ""date"": ""2023-06-25""}, {""amount"": 769, ""date"": ""2023-07-20""}, {""amount"": 702, ""date"": ""2023-08-11""}]"
460,Customer_460,42,3080,47097,6,569,0,"[{""amount"": 816, ""date"": ""2023-09-04""}, {""amount"": 340, ""date"": ""2023-03-28""}, {""amount"": 590, ""date"": ""2023-12-21""}, {""amount"": 971, ""date"": ""2023-11-11""}, {""amount"": 560, ""date"": ""2023-04-18""}]"
461,Customer_461,22,3896,32025,9,691,0,"[{""amount"": 399, ""date"": ""2023-10-28""}, {""amount"": 567, ""date"": ""2023-03-28""}, {""amount"": 815, ""date"": ""2023-03-03""}, {""amount"": 865, ""date"": ""2023-05-01""}, {""amount"": 956, ""date"": ""2023-01-23""}, {""amount"": 398, ""date"": ""2023-11-29""}, {""amount"": 857, ""date"": ""2023-06-14""}]"
462,Customer_462,54,12383,21746,11,708,0,"[{""amount"": 462, ""date"": ""2023-11-13""}, {""amount"": 678, ""date"": ""2023-08-15""}, {""amount"": 224, ""date"": ""2023-08-12""}, {""amount"": 144, ""date"": ""2023-08-14""}, {""amount"": 111, ""date"": ""2023-11-11""}, {""amount"": 296, ""date"": ""2023-11-10""}]"
463,Customer_463,62,10823,28208,53,399,1,"[{""amount"": 362, ""date"": ""2023-04-14""}, {""amount"": 125, ""date"": ""2023-10-19""}, {""amount"": 376, ""date"": ""2023-02-21""}, {""amount"": 731, ""date"": ""2023-01-11""}, {""amount"": 569, ""date"": ""2023-01-30""}, {""amount"": 900, ""date"": ""2023-08-31""}, {""amount"": 696, ""date"": ""2023-10-14""}, {""amount"": 114, ""date"": ""2023-11-07""}, {""amount"": 585, ""date"": ""2023-11-04""}, {""amount"": 561, ""date"": ""2023-03-24""}]"
464,Customer_464,67,5049,12661,45,666,0,"[{""amount"": 224, ""date"": ""2023-02-03""}, {""amount"": 225, ""date"": ""2023-07-27""}, {""amount"": 526, ""date"": ""2023-02-23""}, {""amount"": 532, ""date"": ""2023-09-18""}, {""amount"": 555, ""date"": ""2023-11-27""}, {""amount"": 591, ""date"": ""2023-11-01""}, {""amount"": 420, ""date"": ""2023-12-10""}, {""amount"": 368, ""date"": ""2023-11-02""}, {""amount"": 772, ""date"": ""2023-12-05""}, {""amount"": 859, ""date"": ""2023-11-09""}, {""amount"": 817, ""date"": ""2023-07-29""}, {""amount"": 125, ""date"": ""2023-10-15""}, {""amount"": 898, ""date"": ""2023-10-08""}, {""amount"": 730, ""date"": ""2023-02-18""}, {""amount"": 824, ""date"": ""2023-10-31""}, {""amount"": 986, ""date"": ""2023-01-02""}, {""amount"": 559, ""date"": ""2023-09-08""}, {""amount"": 965, ""date"": ""2023-05-19""}, {""amount"": 478, ""date"": ""2023-10-19""}]"
465,Customer_465,41,12548,30546,22,596,0,"[{""amount"": 974, ""date"": ""2023-11-22""}, {""amount"": 370, ""date"": ""2023-06-02""}, {""amount"": 888, ""date"": ""2023-02-12""}, {""amount"": 275, ""date"": ""2023-03-03""}, {""amount"": 519, ""date"": ""2023-07-12""}, {""amount"": 115, ""date"": ""2023-07-18""}, {""amount"": 706, ""date"": ""2023-04-29""}, {""amount"": 218, ""date"": ""2023-01-14""}, {""amount"": 583, ""date"": ""2023-01-09""}, {""amount"": 664, ""date"": ""2023-08-17""}, {""amount"": 128, ""date"": ""2023-07-25""}, {""amount"": 853, ""date"": ""2023-12-16""}, {""amount"": 755, ""date"": ""2023-04-21""}, {""amount"": 591, ""date"": ""2023-05-26""}, {""amount"": 776, ""date"": ""2023-01-17""}, {""amount"": 479, ""date"": ""2023-09-03""}]"
466,Customer_466,48,8432,11950,31,534,1,"[{""amount"": 207, ""date"": ""2023-07-24""}, {""amount"": 819, ""date"": ""2023-05-19""}, {""amount"": 643, ""date"": ""2023-01-12""}, {""amount"": 960, ""date"": ""2023-06-04""}, {""amount"": 951, ""date"": ""2023-01-04""}, {""amount"": 201, ""date"": ""2023-03-09""}, {""amount"": 972, ""date"": ""2023-12-01""}]"
467,Customer_467,43,13351,42187,36,583,0,"[{""amount"": 626, ""date"": ""2023-01-25""}, {""amount"": 488, ""date"": ""2023-07-21""}, {""amount"": 351, ""date"": ""2023-01-24""}, {""amount"": 214, ""date"": ""2023-06-23""}, {""amount"": 342, ""date"": ""2023-01-08""}, {""amount"": 380, ""date"": ""2023-08-10""}, {""amount"": 358, ""date"": ""2023-10-25""}, {""amount"": 811, ""date"": ""2023-02-20""}, {""amount"": 875, ""date"": ""2023-01-05""}, {""amount"": 131, ""date"": ""2023-09-05""}]"
468,Customer_468,38,16286,26135,33,443,0,"[{""amount"": 111, ""date"": ""2023-03-13""}, {""amount"": 101, ""date"": ""2023-06-23""}, {""amount"": 923, ""date"": ""2023-12-09""}, {""amount"": 633, ""date"": ""2023-01-31""}, {""amount"": 217, ""date"": ""2023-04-15""}, {""amount"": 127, ""date"": ""2023-06-06""}, {""amount"": 147, ""date"": ""2023-03-26""}, {""amount"": 549, ""date"": ""2023-03-19""}, {""amount"": 425, ""date"": ""2023-10-26""}, {""amount"": 924, ""date"": ""2023-09-24""}, {""amount"": 878, ""date"": ""2023-06-27""}, {""amount"": 540, ""date"": ""2023-02-12""}, {""amount"": 993, ""date"": ""2023-07-26""}, {""amount"": 836, ""date"": ""2023-11-04""}, {""amount"": 872, ""date"": ""2023-02-22""}, {""amount"": 958, ""date"": ""2023-06-18""}]"
469,Customer_469,51,4978,20090,17,597,0,"[{""amount"": 803, ""date"": ""2023-09-06""}, {""amount"": 362, ""date"": ""2023-02-09""}, {""amount"": 152, ""date"": ""2023-07-15""}, {""amount"": 602, ""date"": ""2023-08-04""}, {""amount"": 422, ""date"": ""2023-11-08""}, {""amount"": 873, ""date"": ""2023-07-31""}, {""amount"": 361, ""date"": ""2023-11-28""}, {""amount"": 768, ""date"": ""2023-03-28""}, {""amount"": 861, ""date"": ""2023-08-21""}, {""amount"": 521, ""date"": ""2023-04-29""}, {""amount"": 978, ""date"": ""2023-01-16""}]"
470,Customer_470,55,10629,45420,46,818,0,"[{""amount"": 457, ""date"": ""2023-11-03""}, {""amount"": 682, ""date"": ""2023-01-20""}, {""amount"": 365, ""date"": ""2023-04-19""}, {""amount"": 312, ""date"": ""2023-05-20""}, {""amount"": 383, ""date"": ""2023-06-02""}, {""amount"": 206, ""date"": ""2023-02-26""}, {""amount"": 819, ""date"": ""2023-10-16""}, {""amount"": 224, ""date"": ""2023-10-29""}, {""amount"": 467, ""date"": ""2023-12-26""}, {""amount"": 696, ""date"": ""2023-10-18""}, {""amount"": 551, ""date"": ""2023-07-20""}, {""amount"": 553, ""date"": ""2023-07-14""}, {""amount"": 793, ""date"": ""2023-11-08""}]"
471,Customer_471,41,7312,37359,6,550,0,"[{""amount"": 607, ""date"": ""2023-03-01""}, {""amount"": 276, ""date"": ""2023-06-22""}, {""amount"": 858, ""date"": ""2023-10-29""}, {""amount"": 782, ""date"": ""2023-02-19""}, {""amount"": 873, ""date"": ""2023-08-11""}, {""amount"": 306, ""date"": ""2023-01-13""}, {""amount"": 391, ""date"": ""2023-07-21""}, {""amount"": 414, ""date"": ""2023-04-18""}, {""amount"": 335, ""date"": ""2023-10-07""}, {""amount"": 801, ""date"": ""2023-03-23""}, {""amount"": 684, ""date"": ""2023-01-21""}, {""amount"": 309, ""date"": ""2023-04-11""}, {""amount"": 917, ""date"": ""2023-09-24""}]"
472,Customer_472,45,5963,41530,39,524,0,"[{""amount"": 677, ""date"": ""2023-01-10""}, {""amount"": 274, ""date"": ""2023-11-23""}, {""amount"": 370, ""date"": ""2023-07-19""}, {""amount"": 954, ""date"": ""2023-08-06""}, {""amount"": 233, ""date"": ""2023-03-13""}, {""amount"": 830, ""date"": ""2023-01-02""}, {""amount"": 299, ""date"": ""2023-06-15""}, {""amount"": 392, ""date"": ""2023-05-19""}]"
473,Customer_473,47,4437,43956,31,776,0,"[{""amount"": 463, ""date"": ""2023-06-03""}, {""amount"": 979, ""date"": ""2023-10-28""}, {""amount"": 322, ""date"": ""2023-03-13""}, {""amount"": 774, ""date"": ""2023-07-08""}, {""amount"": 109, ""date"": ""2023-01-14""}, {""amount"": 649, ""date"": ""2023-04-29""}, {""amount"": 545, ""date"": ""2023-12-08""}]"
474,Customer_474,51,9000,29916,58,480,0,"[{""amount"": 222, ""date"": ""2023-07-28""}, {""amount"": 335, ""date"": ""2023-09-25""}, {""amount"": 189, ""date"": ""2023-05-16""}, {""amount"": 454, ""date"": ""2023-06-28""}, {""amount"": 638, ""date"": ""2023-04-04""}, {""amount"": 237, ""date"": ""2023-07-02""}, {""amount"": 534, ""date"": ""2023-01-11""}, {""amount"": 177, ""date"": ""2023-08-31""}]"
475,Customer_475,69,4321,5564,20,634,0,"[{""amount"": 338, ""date"": ""2023-02-22""}, {""amount"": 280, ""date"": ""2023-08-04""}, {""amount"": 205, ""date"": ""2023-08-09""}, {""amount"": 177, ""date"": ""2023-12-09""}, {""amount"": 603, ""date"": ""2023-08-27""}, {""amount"": 582, ""date"": ""2023-12-29""}, {""amount"": 455, ""date"": ""2023-03-29""}, {""amount"": 818, ""date"": ""2023-02-07""}, {""amount"": 386, ""date"": ""2023-06-24""}, {""amount"": 323, ""date"": ""2023-06-21""}, {""amount"": 747, ""date"": ""2023-01-19""}, {""amount"": 899, ""date"": ""2023-05-15""}, {""amount"": 435, ""date"": ""2023-04-10""}, {""amount"": 541, ""date"": ""2023-11-07""}, {""amount"": 372, ""date"": ""2023-09-04""}, {""amount"": 801, ""date"": ""2023-06-21""}]"
476,Customer_476,69,12180,42036,54,715,0,"[{""amount"": 813, ""date"": ""2023-03-09""}, {""amount"": 571, ""date"": ""2023-03-11""}, {""amount"": 420, ""date"": ""2023-11-23""}, {""amount"": 422, ""date"": ""2023-07-19""}, {""amount"": 731, ""date"": ""2023-10-07""}, {""amount"": 852, ""date"": ""2023-12-19""}]"
477,Customer_477,40,4360,9177,40,690,0,"[{""amount"": 675, ""date"": ""2023-05-03""}, {""amount"": 907, ""date"": ""2023-03-12""}, {""amount"": 876, ""date"": ""2023-03-24""}, {""amount"": 348, ""date"": ""2023-05-15""}, {""amount"": 132, ""date"": ""2023-08-28""}, {""amount"": 919, ""date"": ""2023-05-08""}, {""amount"": 114, ""date"": ""2023-12-29""}, {""amount"": 387, ""date"": ""2023-08-06""}, {""amount"": 343, ""date"": ""2023-02-22""}]"
478,Customer_478,25,12400,30221,58,845,0,"[{""amount"": 406, ""date"": ""2023-03-20""}, {""amount"": 493, ""date"": ""2023-05-31""}, {""amount"": 432, ""date"": ""2023-02-07""}, {""amount"": 197, ""date"": ""2023-10-30""}, {""amount"": 119, ""date"": ""2023-02-10""}, {""amount"": 936, ""date"": ""2023-05-19""}, {""amount"": 367, ""date"": ""2023-04-27""}, {""amount"": 539, ""date"": ""2023-08-30""}, {""amount"": 357, ""date"": ""2023-11-21""}, {""amount"": 429, ""date"": ""2023-04-25""}, {""amount"": 191, ""date"": ""2023-08-12""}, {""amount"": 408, ""date"": ""2023-10-30""}, {""amount"": 984, ""date"": ""2023-12-07""}, {""amount"": 887, ""date"": ""2023-11-07""}, {""amount"": 890, ""date"": ""2023-02-01""}, {""amount"": 895, ""date"": ""2023-02-23""}, {""amount"": 725, ""date"": ""2023-10-18""}, {""amount"": 692, ""date"": ""2023-06-19""}]"
479,Customer_479,59,15553,5711,46,683,0,"[{""amount"": 807, ""date"": ""2023-03-13""}, {""amount"": 758, ""date"": ""2023-09-01""}, {""amount"": 855, ""date"": ""2023-11-23""}, {""amount"": 362, ""date"": ""2023-10-30""}, {""amount"": 316, ""date"": ""2023-07-12""}, {""amount"": 200, ""date"": ""2023-06-13""}, {""amount"": 998, ""date"": ""2023-05-05""}, {""amount"": 928, ""date"": ""2023-11-15""}, {""amount"": 941, ""date"": ""2023-05-30""}, {""amount"": 676, ""date"": ""2023-11-12""}, {""amount"": 740, ""date"": ""2023-10-25""}]"
480,Customer_480,67,2337,43724,56,486,0,"[{""amount"": 930, ""date"": ""2023-02-05""}, {""amount"": 855, ""date"": ""2023-11-25""}, {""amount"": 340, ""date"": ""2023-07-18""}, {""amount"": 819, ""date"": ""2023-04-27""}, {""amount"": 352, ""date"": ""2023-05-31""}, {""amount"": 441, ""date"": ""2023-02-26""}, {""amount"": 250, ""date"": ""2023-03-13""}, {""amount"": 346, ""date"": ""2023-09-29""}, {""amount"": 815, ""date"": ""2023-06-24""}, {""amount"": 661, ""date"": ""2023-01-10""}, {""amount"": 903, ""date"": ""2023-06-27""}, {""amount"": 774, ""date"": ""2023-01-05""}, {""amount"": 558, ""date"": ""2023-02-18""}, {""amount"": 534, ""date"": ""2023-02-23""}, {""amount"": 119, ""date"": ""2023-02-08""}, {""amount"": 188, ""date"": ""2023-12-16""}]"
